Unknown,1004,不明,1005,NetworkManager,po/zh_HK.po
Error initializing certificate data: %s,3455,初始化證書資料時發生錯誤：%s,3456,NetworkManager,po/zh_HK.po
Couldn't decode certificate: %s,3460,無法解碼證書：%s,3461,NetworkManager,po/zh_HK.po
Failed to initialize the decryption cipher slot.,3495,初始化解密用的加密器插槽失敗。,3496,NetworkManager,po/zh_HK.po
Failed to set symmetric key for decryption.,3500,設定解密用的對稱式密碼匙失敗。,3501,NetworkManager,po/zh_HK.po
Failed to set IV for decryption.,3505,設定解密用的 IV 失敗。,3506,NetworkManager,po/zh_HK.po
Failed to initialize the decryption context.,3510,初始化解密上下文失敗。,3511,NetworkManager,po/zh_HK.po
Failed to decrypt the private key: %d.,3515,解密私密密碼匙失敗：%d。,3516,NetworkManager,po/zh_HK.po
Failed to finalize decryption of the private key: %d.,3525,結束私密密碼匙的解密失敗：%d。,3526,NetworkManager,po/zh_HK.po
Couldn't decode certificate: %d,3560,無法解碼證書：%d,3561,NetworkManager,po/zh_HK.po
PEM key file had no end tag '%s'.,3611,PEM 密碼匙檔案沒有結束標籤「%s」。,3612,NetworkManager,po/zh_HK.po
Malformed PEM file: Proc-Type was not first tag.,3616,格式不良的 PEM 檔案：Proc-Type 不是第一個標籤。,3617,NetworkManager,po/zh_HK.po
Malformed PEM file: unknown Proc-Type tag '%s'.,3621,格式不良的 PEM 檔案：未知的 Proc-Type 標籤「%s」,3622,NetworkManager,po/zh_HK.po
Malformed PEM file: DEK-Info was not the second tag.,3626,格式不良的 PEM 檔案：DEK-Info 不是第二個標籤。,3627,NetworkManager,po/zh_HK.po
Malformed PEM file: no IV found in DEK-Info tag.,3631,格式不良的 PEM 檔案：在 DEK-Info 標籤中找不到 IV。,3632,NetworkManager,po/zh_HK.po
Malformed PEM file: invalid format of IV in DEK-Info tag.,3636,格式不良的 PEM 檔案：DEK-Info 標籤中的 IV 格式是無效的。,3637,NetworkManager,po/zh_HK.po
Malformed PEM file: unknown private key cipher '%s'.,3641,格式不良的 PEM 檔案：未知的私密密碼匙加密器「%s」。,3642,NetworkManager,po/zh_HK.po
Could not decode private key.,3646,無法解碼私密密碼匙。,3647,NetworkManager,po/zh_HK.po
IV must be an even number of bytes in length.,3674,IV 的長度必須為偶數碼元組。,3675,NetworkManager,po/zh_HK.po
IV contains non-hexadecimal digits.,3679,IV 包含非十六進位的數字。,3680,NetworkManager,po/zh_HK.po
Failed to decode certificate.,3709,解碼證書失敗。,3710,NetworkManager,po/zh_HK.po
(unknown),12095,(未知),12096,NetworkManager,po/zh_HK.po
WEP 128-bit Passphrase,12724,WEP 128-bit 密語,12725,NetworkManager,po/zh_HK.po
Open System,12762,開放系統,12763,NetworkManager,po/zh_HK.po
Shared Key,12766,分享金鑰,12767,NetworkManager,po/zh_HK.po
Show password,12829,顯示密碼,12830,NetworkManager,po/zh_HK.po
Give your application an accessibility workout,26,為你的應用提供無障礙功能測試,27,accerciser,po/zh_HK.po
accessibility;development;test;,30,accessibility;development;test;無障礙;開發;測試;,31,accerciser,po/zh_HK.po
Accerciser Accessibility Explorer,34,Accerciser 無障礙功能瀏覽器,35,accerciser,po/zh_HK.po
A list of plugins that are disabled by default,38,預設停用的外掛程式清單,39,accerciser,po/zh_HK.po
A list of plugins that are disabled by default.,42,預設停用的外掛程式清單。,43,accerciser,po/zh_HK.po
Highlight duration,46,突顯期間,47,accerciser,po/zh_HK.po
The duration of the highlight box when selecting accessible nodes.,50,當選擇無障礙節點時突顯方塊的時間。,51,accerciser,po/zh_HK.po
Highlight fill color,54,突顯填充顏色,55,accerciser,po/zh_HK.po
The color and opacity of the highlight fill.,58,突顯填滿的顏色與透明度。,59,accerciser,po/zh_HK.po
Highlight border color,62,突顯框線顏色,63,accerciser,po/zh_HK.po
The color and opacity of the highlight border.,66,突顯框線的顏色與透明度。,67,accerciser,po/zh_HK.po
Horizontal split,70,水平分割,71,accerciser,po/zh_HK.po
Position of the horizontal split of the main window.,74,主視窗在水平分割中的位置。,75,accerciser,po/zh_HK.po
Vertical split,78,垂直分割,79,accerciser,po/zh_HK.po
Position of the vertical split of the main window.,82,主視窗在垂直分割中的位置。,83,accerciser,po/zh_HK.po
Default window height,86,預設視窗高度,87,accerciser,po/zh_HK.po
The window height value.,90,視窗高度數值。,91,accerciser,po/zh_HK.po
Default window width,94,預設視窗闊度,95,accerciser,po/zh_HK.po
The window width value.,98,視窗闊度數值。,99,accerciser,po/zh_HK.po
The layout for the bottom panel,102,底部面板的配置,103,accerciser,po/zh_HK.po
The layout for the bottom panel pluginview.,106,底部面板的外掛程式檢視配置。,107,accerciser,po/zh_HK.po
The layout for the top panel,110,頂端面板的配置,111,accerciser,po/zh_HK.po
The layout for the top panel pluginview.,114,頂端面板的外掛程式檢視配置。,115,accerciser,po/zh_HK.po
Single layout view,118,單一配置檢視,119,accerciser,po/zh_HK.po
View plugins in a single layout.,122,以單一配置方式檢視外掛程式。,123,accerciser,po/zh_HK.po
Available new pluginviews,126,可用的新外掛程式檢視,127,accerciser,po/zh_HK.po
This list contains all the new available pluginviews,130,這個清單包含所有新的可用掛程式檢視,131,accerciser,po/zh_HK.po
The pluginview layout,134,外掛程式檢視配置,135,accerciser,po/zh_HK.po
The default plugin layout for the top panel.,138,頂端面板的預設外掛程式配置。,139,accerciser,po/zh_HK.po
Window height,142,視窗高度,143,accerciser,po/zh_HK.po
Window height value.,146,視窗高度值。,147,accerciser,po/zh_HK.po
Window width,150,視窗闊度,151,accerciser,po/zh_HK.po
Window width value.,154,視窗闊度值。,155,accerciser,po/zh_HK.po
Hotkey combination,158,熱鍵組合,159,accerciser,po/zh_HK.po
Hotkey combination for related action.,162,熱鍵的組合與相關動作。,163,accerciser,po/zh_HK.po
API Browser,166,API 瀏覽程式,167,accerciser,po/zh_HK.po
Browse the various methods of the current accessible,170,瀏覽目前無障礙元件的各種方法,171,accerciser,po/zh_HK.po
Hide private attributes,174,隱藏私有屬性,175,accerciser,po/zh_HK.po
Method,178,方法,179,accerciser,po/zh_HK.po
Property,182,屬性,183,accerciser,po/zh_HK.po
Value,186,數值,187,accerciser,po/zh_HK.po
IPython Console,190,IPython 主控臺,191,accerciser,po/zh_HK.po
Interactive console for manipulating currently selected accessible,194,操作目前選定無障礙元件的互動式主控臺,195,accerciser,po/zh_HK.po
Event monitor,198,事件監視器,199,accerciser,po/zh_HK.po
_Monitor Events,202,監視事件(_M),203,accerciser,po/zh_HK.po
C_lear Selection,206,清除選取區(_L),207,accerciser,po/zh_HK.po
Everything,210,每一樣,211,accerciser,po/zh_HK.po
Selected application,214,選定的應用程式,215,accerciser,po/zh_HK.po
Selected accessible,218,選定的無障礙元件,219,accerciser,po/zh_HK.po
Source,222,來源,223,accerciser,po/zh_HK.po
Event Monitor,226,事件監視器,227,accerciser,po/zh_HK.po
Shows events as they occur from selected types and sources,230,當事件自選定的類型和來源發生時顯示它們,231,accerciser,po/zh_HK.po
Highlight last event entry,234,突顯最新的事件項目,235,accerciser,po/zh_HK.po
Start/stop event recording,238,開始/停止錄製事件,239,accerciser,po/zh_HK.po
Clear event log,242,清除事件紀錄,243,accerciser,po/zh_HK.po
Child count,246,子項計數,247,accerciser,po/zh_HK.po
(no description),255,(沒有描述),256,accerciser,po/zh_HK.po
Description,261,描述,262,accerciser,po/zh_HK.po
States,265,狀態,266,accerciser,po/zh_HK.po
Show,269,顯示,270,accerciser,po/zh_HK.po
Relations,273,關係,274,accerciser,po/zh_HK.po
Attributes,277,屬性,278,accerciser,po/zh_HK.po
_Accessible,281,無障礙元件(_A),282,accerciser,po/zh_HK.po
Perform action,285,進行動作,286,accerciser,po/zh_HK.po
Acti_on,289,動作(_O),290,accerciser,po/zh_HK.po
Toolkit,297,工具箱,298,accerciser,po/zh_HK.po
Version,301,版本,302,accerciser,po/zh_HK.po
Ap_plication,305,應用程式(_P),306,accerciser,po/zh_HK.po
Col_lection,309,集合(_L),310,accerciser,po/zh_HK.po
Relative position,318,相對位置,319,accerciser,po/zh_HK.po
Size,322,大小,323,accerciser,po/zh_HK.po
WIDGET,326,視窗元件,327,accerciser,po/zh_HK.po
Layer,330,層次,331,accerciser,po/zh_HK.po
MDI-Z-order,334,MDI-Z-順序,335,accerciser,po/zh_HK.po
Absolute position,342,絕對位置,343,accerciser,po/zh_HK.po
Co_mponent,346,元件(_M),347,accerciser,po/zh_HK.po
Des_ktop,350,桌面(_K),351,accerciser,po/zh_HK.po
Locale:,354,地區:,355,accerciser,po/zh_HK.po
_Document,358,文件(_D),359,accerciser,po/zh_HK.po
Hyperlink,363,超連結,364,accerciser,po/zh_HK.po
H_ypertext,367,超文件(_Y),368,accerciser,po/zh_HK.po
Position,371,位置,372,accerciser,po/zh_HK.po
Locale,375,地區,376,accerciser,po/zh_HK.po
_Image,379,圖片(_I),380,accerciser,po/zh_HK.po
Lo_gin Helper,383,登入協助(_G),384,accerciser,po/zh_HK.po
Select All,387,全選,388,accerciser,po/zh_HK.po
_Selection,391,選取區(_S),392,accerciser,po/zh_HK.po
St_reamable Content,395,串流式內容(_R),396,accerciser,po/zh_HK.po
Caption:,399,標題：,400,accerciser,po/zh_HK.po
Summary:,403,摘要：,404,accerciser,po/zh_HK.po
Selected columns,407,選定的欄,408,accerciser,po/zh_HK.po
Selected rows,411,選定的列,412,accerciser,po/zh_HK.po
Columns,415,欄,416,accerciser,po/zh_HK.po
Rows,419,列,420,accerciser,po/zh_HK.po
Table Information,423,表格資訊,424,accerciser,po/zh_HK.po
"name (x,y)",427,"名稱 (x,y)",428,accerciser,po/zh_HK.po
Header:,431,檔頭:,432,accerciser,po/zh_HK.po
<no description>,435,<沒有描述>,436,accerciser,po/zh_HK.po
Extents:,440,延伸:,441,accerciser,po/zh_HK.po
Row,444,列,445,accerciser,po/zh_HK.po
Column,448,欄,449,accerciser,po/zh_HK.po
Selected Cell,452,選取的儲存格,453,accerciser,po/zh_HK.po
_Table,456,表格(_T),457,accerciser,po/zh_HK.po
Text,460,文字,461,accerciser,po/zh_HK.po
Offset,464,位移,465,accerciser,po/zh_HK.po
Include defaults,468,包含預設值,469,accerciser,po/zh_HK.po
Start: 0,473,開始：0,474,accerciser,po/zh_HK.po
End: 0,478,結束：0,479,accerciser,po/zh_HK.po
Te_xt,482,文字(_X),483,accerciser,po/zh_HK.po
Current value,486,目前的數值,487,accerciser,po/zh_HK.po
Minimum increment,490,最小增量,491,accerciser,po/zh_HK.po
Maximum value,494,最大值,495,accerciser,po/zh_HK.po
Minimum value,498,最小值,499,accerciser,po/zh_HK.po
Val_ue,502,數值(_U),503,accerciser,po/zh_HK.po
unknown,506,不明,507,accerciser,po/zh_HK.po
Interface Viewer,511,介面檢視程式,512,accerciser,po/zh_HK.po
Allows viewing of various interface properties,516,允許檢視各種介面屬性,517,accerciser,po/zh_HK.po
(not implemented),520,(未實作),521,accerciser,po/zh_HK.po
Name,527,名稱,528,accerciser,po/zh_HK.po
Start,535,開始,536,accerciser,po/zh_HK.po
End,539,結束,540,accerciser,po/zh_HK.po
Too many selectable children,543,有太多的可選擇子節點,544,accerciser,po/zh_HK.po
(Editable),547,(可編輯),548,accerciser,po/zh_HK.po
Start: %d,557,開始：%d,558,accerciser,po/zh_HK.po
End: %d,567,結束：%d,568,accerciser,po/zh_HK.po
Quick Select,571,快速選擇,572,accerciser,po/zh_HK.po
